name,cuisines,rating,cost_for_two,city
Kataria's Pakwan,North Indian,3.2,400.0,Kumaraswamy Layout
Juicy Momos,"Tibetan, Momos",3.5,250.0,Banashankari
Amande Patisserie,"Bakery, French, Desserts",4.0,300.0,Basavanagudi
Anand Sweets and Savouries,"Mithai, Street Food",3.9,400.0,Jayanagar
Chicken Hunt,"South Indian, North Indian, Chinese, Biryani",3.5,350.0,Banashankari
Swadesh Tadka,"North Indian, Chinese, Beverages",3.5,600.0,Banashankari
Cane-O-La,Juices,3.8,100.0,Basavanagudi
New Biryani Mane,"North Indian, Chinese, Biryani, South Indian",3.7,450.0,Uttarahalli
Upahara Darshini,"South Indian, North Indian, Chinese",3.8,400.0,Jayanagar
Karnataka Bhel House,Street Food,4.1,100.0,Basavanagudi
Sreeraj Lassi Bar,Beverages,4.1,150.0,Jayanagar
Juice Junction Food Court,"Juices, South Indian, Chinese, Fast Food",3.7,200.0,Basavanagudi
Bunt's Biriyani Palace,"North Indian, South Indian, Chinese, Biryani, Seafood",3.0,400.0,Banashankari
Chai Point,"Tea, Beverages, Fast Food",3.2,250.0,Jayanagar
Janahaar,South Indian,3.8,100.0,Banashankari
Redberrys,"Cafe, Italian",4.0,600.0,Basavanagudi
Utsav,"North Indian, Street Food",3.7,200.0,Banashankari
Meat And Eat,"Fast Food, Burger",3.1,500.0,Banashankari
Snacks Bite,"Fast Food, Momos",3.0,400.0,Kumaraswamy Layout
The Spice Saga,"Biryani, North Indian, Chinese, Seafood",3.7,750.0,Kumaraswamy Layout
Dakshin Cafe,South Indian,3.7,100.0,Kumaraswamy Layout
Kaulige Millet Corner,"Healthy Food, South Indian",3.3,150.0,Basavanagudi
Ifruit Ice Cream,"Desserts, Ice Cream",3.3,150.0,Kumaraswamy Layout
Havmor,"Ice Cream, Desserts",3.8,200.0,Basavanagudi
Grand Food,"South Indian, Bakery, Chinese",3.4,250.0,Banashankari
Dining Hut,"North Indian, Chinese, South Indian",3.5,400.0,Kumaraswamy Layout
Desi Swaad,North Indian,3.5,400.0,Kumaraswamy Layout
Yummy Momos,"Momos, Tibetan, Chinese",3.2,200.0,Kumaraswamy Layout
Masale Daan,North Indian,3.1,350.0,Banashankari
Grow Fit,"Healthy Food, North Indian, Thai",3.6,500.0,Jp Nagar
Lassi Spot,None,3.3,100.0,Kumaraswamy Layout
Sandwich Hub,"Fast Food, Sandwich",3.4,300.0,Jayanagar
Udupi Sri Krishna Cafe,"North Indian, South Indian",3.9,600.0,Jayanagar
Starlite Bakery & Fastfood,"North Indian, Chinese, Rolls, Bakery, Arabian, Charcoal Chicken, Desserts",3.7,300.0,Jayanagar
Veganbreak24x7,"South Indian, Chinese, Continental, Biryani",2.8,199.0,City Market
Aadhya Hotel,"South Indian, North Indian, Chinese, Biryani",3.3,800.0,Basavanagudi
Dodda Mane Baaduta,"North Indian, South Indian, Chinese, Biryani",3.5,250.0,Banashankari
Swadd Kitchen,"North Indian, Fast Food",3.4,500.0,Basavanagudi
Happy Chopsticks,"Chinese, Fast Food",3.6,300.0,Basavanagudi
Udupi Upachar,"South Indian, North Indian",3.3,500.0,Banashankari
Davanagere Benne Dose Hut,South Indian,3.4,100.0,Banashankari
Jalsa,"North Indian, Mughlai, Chinese",4.1,800.0,Banashankari
Subz,"North Indian, South Indian",4.2,1000.0,Jayanagar
Cafe Shuffle,"Cafe, Italian, Continental",4.2,600.0,Banashankari
Mint and Mustard,"North Indian, Chinese",4.0,750.0,Basavanagudi
Chinese Square,Chinese,3.9,200.0,Basavanagudi
Punjabi Raswada,North Indian,3.5,800.0,Jayanagar
Vinny's,"Pizza, Italian, Continental, Desserts",4.2,800.0,Banashankari
Chetty's Corner,"Fast Food, Burger, Pizza",3.4,200.0,Uttarahalli
Kapoor's Cafe,North Indian,4.2,800.0,Jayanagar
Donne Biryani & Kabab Corner,"Chinese, Biryani",3.3,200.0,Kumaraswamy Layout
Sukh Sagar,"South Indian, North Indian, Chinese, Street Food",3.8,450.0,Jayanagar
S M V Snacks Corner,Fast Food,3.7,200.0,Basavanagudi
Andhra Ruchulu,"Andhra, Biryani, North Indian, Chinese",4.1,1000.0,Jayanagar
Steaming Mugs,Cafe,3.9,700.0,Basavanagudi
San Churro Cafe,"Cafe, Mexican, Italian",3.8,800.0,Banashankari
Rajathadri Food Fort,"South Indian, North Indian, Chinese, Street Food",4.0,600.0,Jayanagar
Brew Meister,"North Indian, Continental, Finger Food, American, Asian",4.1,1500.0,Jayanagar
Rasoi,"North Indian, Chinese",3.3,300.0,Banashankari
Mr. Singh Da Dhaba,"North Indian, Chinese",3.6,300.0,Kumaraswamy Layout
Kababs N Biryani,South Indian,3.4,200.0,Banashankari
Ayodhya Upachar,"South Indian, North Indian, Chinese, Street Food",4.3,200.0,Banashankari
Biriyani Mane,"North Indian, Biryani",3.8,400.0,Jayanagar
Cafe Ajfan,"Cafe, Continental, Beverages",4.2,700.0,Jayanagar
Brundhavana Food Point,"South Indian, North Indian, Chinese, Street Food, Beverages",4.0,300.0,Kumaraswamy Layout
SLV Corner Restaurant,"South Indian, Chinese, North Indian, Street Food, Rolls, Juices",4.1,550.0,Basavanagudi
Hotel New Karavali,"Mangalorean, South Indian, North Indian",3.8,300.0,Banashankari
The Krishna Grand,"North Indian, South Indian, Chinese, Fast Food, Juices",3.9,750.0,Banashankari
360 Atoms Restaurant And Cafe,"Cafe, Chinese, Continental, Italian",3.1,400.0,Banashankari
Roti Ghar,"North Indian, Chinese, South Indian",3.9,500.0,Basavanagudi
The Coffee Shack,"Cafe, Chinese, Continental, Italian",4.2,500.0,Banashankari
Kettle & Kegs,"Tea, Beverages",3.2,200.0,Banashankari
Baisakhi,North Indian,3.8,500.0,Basavanagudi
Corner House Ice Cream,"Ice Cream, Desserts",4.3,400.0,Banashankari
Poonam Sweets,Mithai,4.4,150.0,Banashankari
XO Belgian Waffle,"Desserts, Beverages",3.7,400.0,Banashankari
Old Mumbai Ice Cream,Ice Cream,3.9,150.0,Banashankari
Cake of the Day,Bakery,3.7,150.0,Banashankari
Amma's Pastries,Bakery,3.8,400.0,Banashankari
Kanti Sweets,"Mithai, Street Food",4.0,400.0,Banashankari
Sugar Rush,"Bakery, Desserts",3.8,300.0,Banashankari
Polar Bear,"Ice Cream, Desserts, Beverages, Sandwich",3.9,400.0,Banashankari
San Churro Cafe,"Cafe, Mexican, Italian",3.8,800.0,Banashankari
Anand Sweets and Savouries,"Mithai, Street Food",3.7,400.0,Banashankari
Ibaco,Desserts,3.9,300.0,Banashankari
Kirthi's Biryani,"Chinese, Cafe, Italian",3.8,700.0,Banashankari
The Lassi and Juice Park,"Juices, Desserts",3.8,150.0,Banashankari
Stoned Monkey,"Desserts, Ice Cream",4.3,500.0,Banashankari
Parimala Sweets,"Mithai, Street Food",3.5,200.0,Banashankari
The Big O Bakes,"Bakery, Desserts",4.0,300.0,Banashankari
Shree Mahalakshmi Sweets,"Mithai, Street Food",3.2,100.0,Banashankari
Keventers,"Desserts, Beverages, Ice Cream",3.7,400.0,Banashankari
Dessert Rose,Desserts,3.5,500.0,Banashankari
Thanco's Natural Ice Creams,Ice Cream,3.2,300.0,Banashankari
Corner Stone,"Beverages, Juices, Desserts, Italian",3.6,300.0,Banashankari
Kaggis,"Fast Food, Bakery",3.8,250.0,Banashankari
Cocoa Bakes,"Bakery, Desserts",3.6,350.0,Banashankari
Floured-Baked With Love,Bakery,3.8,400.0,Banashankari
CAFE NOVA,"Cafe, Bakery",3.2,600.0,Banashankari
Cakes & Slices,"Bakery, Desserts",3.5,300.0,Banashankari
Arun Ice Cream,"Ice Cream, Desserts",3.4,150.0,Banashankari
Just Bake,"Bakery, Desserts",3.4,400.0,Banashankari
Kwality Wall's Swirl's Happiness Station,"Ice Cream, Desserts",2.9,200.0,Banashankari
Sweet N Swirl,"Desserts, Ice Cream",3.2,150.0,Banashankari
Sweet Truth,"Bakery, Desserts",3.9,500.0,Banashankari
Waffle-A-Go Go,"Fast Food, Desserts, Ice Cream",3.9,400.0,Banashankari
Sri Venkateshwara Sweet Meat Stall,"Mithai, Street Food, North Indian, Chinese",4.0,400.0,Basavanagudi
Baskin Robbins,"Ice Cream, Desserts",3.7,250.0,Basavanagudi
Redberrys,"Cafe, Italian",4.0,600.0,Basavanagudi
Amande Patisserie,"Bakery, French, Desserts",4.0,300.0,Basavanagudi
Srinivasa Brahmins Bakery,"Bakery, Street Food",3.6,150.0,Basavanagudi
Jain Bakes,"Bakery, Desserts",3.6,250.0,Basavanagudi
Cake Ghar,Bakery,3.8,400.0,Basavanagudi
KC Das - Sweet Spot,"Mithai, Street Food",3.6,200.0,Basavanagudi
Diabetics Dezire Sugarless Sweets and Bakes,"Desserts, Mithai",3.3,300.0,Basavanagudi
Cake Yard,Desserts,3.3,250.0,Basavanagudi
Iceberg Icecreams,"Desserts, Ice Cream",4.0,250.0,Basavanagudi
A2B Veg - Adyar Ananda Bhavan,"South Indian, North Indian, Chinese, Street Food",2.7,400.0,Basavanagudi
Sri Krishna Sweets,"Mithai, Desserts",3.7,250.0,Basavanagudi
Cake Art,Bakery,3.5,400.0,Basavanagudi
Asha Sweets Centre,Fast Food,3.6,250.0,Basavanagudi
The Krishna Grand,"North Indian, South Indian, Chinese, Fast Food, Juices",3.9,750.0,Banashankari
Sea Spice by 7 Star,"Seafood, Biryani, Beverages, South Indian, North Indian, Kebab",4.0,1200.0,Banashankari
Mini Punjabi Dhaba,North Indian,4.2,350.0,Banashankari
Onesta,"Pizza, Cafe, Italian",4.6,600.0,Banashankari
Wamama,"Asian, Korean, Indonesian, Japanese, Chinese, Thai, Momos",4.2,800.0,Banashankari
Jalsa,"North Indian, Mughlai, Chinese",4.1,800.0,Banashankari
Vinny's,"Pizza, Italian, Continental, Desserts",4.2,800.0,Banashankari
Jcubez,Finger Food,3.8,1300.0,Banashankari
Gustoes Beer House,"Continental, Italian, Mexican, North Indian, Chinese, Steak",4.1,1200.0,Banashankari
Penthouse Cafe,"Cafe, Italian, Continental",4.0,700.0,Banashankari
Spice Elephant,"Chinese, North Indian, Thai",4.1,800.0,Banashankari
Smacznego,"Cafe, Mexican, Italian, Momos, Beverages",4.2,550.0,Banashankari
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Down The Alley,Cafe,4.1,500.0,Banashankari
Cafe Shuffle,"Cafe, Italian, Continental",4.2,600.0,Banashankari
The Coffee Shack,"Cafe, Chinese, Continental, Italian",4.2,500.0,Banashankari
Peppy Peppers,"Italian, North Indian, Mexican",4.2,800.0,Banashankari
Anna Kuteera,"South Indian, North Indian, Chinese",4.0,450.0,Banashankari
Szechuan Dragon,"Chinese, Thai, Momos",4.2,600.0,Banashankari
1947,"North Indian, Chinese",4.0,850.0,Banashankari
Caf-Eleven,"Cafe, Continental",4.0,450.0,Banashankari
Thamboola,"North Indian, Chinese, Continental",3.9,800.0,Banashankari
Havyaka Mess,South Indian,3.9,300.0,Banashankari
San Churro Cafe,"Cafe, Mexican, Italian",3.8,800.0,Banashankari
Cafe Vivacity,Cafe,3.8,650.0,Banashankari
Chung Wah,"Chinese, Momos, Thai, Vietnamese",3.9,900.0,Banashankari
Vietnamese Kitchen,Vietnamese,3.6,700.0,Banashankari
Blue Wings Bar & Restaurant,"North Indian, Chinese",3.7,700.0,Banashankari
Anand Sweets and Savouries,"Mithai, Street Food",3.7,400.0,Banashankari
Catch-up-ino,"Cafe, Fast Food, Continental, Chinese, Momos",3.9,800.0,Banashankari
Kirthi's Biryani,"Chinese, Cafe, Italian",3.8,700.0,Banashankari
T3H Cafe,"Cafe, Italian, American",3.9,300.0,Banashankari
Srikrishna Bhavan,"South Indian, North Indian, Chinese",3.8,300.0,Banashankari
Dal Tadkaa,North Indian,2.5,500.0,Banashankari
360 Atoms Restaurant And Cafe,"Cafe, Chinese, Continental, Italian",3.1,400.0,Banashankari
New Imperial Restaurant,"North Indian, Chinese",3.7,450.0,Banashankari
The Vintage Cafe,"Cafe, French, North Indian",3.0,400.0,Banashankari
Green Gardenia,"North Indian, Chinese",3.8,700.0,Banashankari
Parimala Sweets,"Mithai, Street Food",3.5,200.0,Banashankari
Vaishali Deluxe,"North Indian, Chinese",3.8,700.0,Banashankari
Paradise Premium,"Biryani, Andhra, Hyderabadi, North Indian",3.1,700.0,Banashankari
Kadala Tarangaa,"Mangalorean, Seafood, North Indian",3.6,600.0,Banashankari
Vi Ra's Bar and Restaurant,"South Indian, North Indian, Chinese",3.3,800.0,Banashankari
Sri Yaksha Shiv Sagar,"North Indian, Chinese",3.6,600.0,Banashankari
Nandhini Deluxe,North Indian,2.6,600.0,Banashankari
Corner Stone,"Beverages, Juices, Desserts, Italian",3.6,300.0,Banashankari
Karavali Fish Center,"Mangalorean, Chinese",3.4,300.0,Banashankari
Ayda Persian Kitchen,"North Indian, Iranian",3.7,950.0,Banashankari
J Spice,"North Indian, Chinese",3.8,750.0,Banashankari
Swadesh Tadka,"North Indian, Chinese, Beverages",3.5,600.0,Banashankari
Iyer's Tiffin Centre,"South Indian, Chinese",3.8,150.0,Banashankari
Kydz Adda,Continental,3.4,500.0,Banashankari
K27 - The Pub,"Chinese, North Indian",3.1,1000.0,Banashankari
Kotian Karavali Restaurant,"South Indian, Biryani",3.5,300.0,Banashankari
Food Box Cafe,"Mughlai, North Indian, Chinese",3.6,500.0,Banashankari
Hide Out Cafe,Cafe,3.7,300.0,Banashankari
CAFE NOVA,"Cafe, Bakery",3.2,600.0,Banashankari
Darbar,"North Indian, Chinese",3.0,800.0,Banashankari
Sri Ganesh Juice and Chats,"Juices, Street Food",3.5,150.0,Banashankari
Manifest Cafe,"South Indian, North Indian, Chinese",3.5,500.0,Banashankari
Beijing Bites,"Chinese, Thai",2.7,850.0,Banashankari
The Pizzeria,"Pizza, Italian, Salad",2.8,800.0,Banashankari
Sri Krishna Sagar,"North Indian, Chinese",3.2,400.0,Banashankari
Lassi Stop,"Beverages, Fast Food, Juices",3.4,150.0,Banashankari
Sea Green Cafe,"Cafe, Fast Food, Beverages",3.3,500.0,Banashankari
As On Fire,"Pizza, Fast Food, BBQ",3.5,400.0,South Bangalore
Pizza Hut,"Pizza, Fast Food",3.7,750.0,Banashankari
New Prashanth Hotel,"Biryani, North Indian, Seafood, Andhra",3.9,650.0,Banashankari
Taaza Thindi,South Indian,4.7,100.0,Banashankari
Ayodhya Upachar,"South Indian, North Indian, Chinese, Street Food",4.3,200.0,Banashankari
Petoo,North Indian,3.7,450.0,Banashankari
Roving Feast,"Italian, Continental, Fast Food, Chinese, Momos",4.0,450.0,Banashankari
KFC,"Burger, Fast Food",3.8,450.0,Banashankari
Five Star Chicken,"Fast Food, Burger",3.6,200.0,Banashankari
Gama Gama,South Indian,3.9,200.0,Banashankari
Hotel New Karavali,"Mangalorean, South Indian, North Indian",3.8,300.0,Banashankari
McDonald's,"Burger, Fast Food",3.9,500.0,Banashankari
Sri Laxmi Venkateshwara Coffee Bar,South Indian,4.4,100.0,Banashankari
Bhattara Bhojana,South Indian,3.6,150.0,Banashankari
Davanagere Benne Dose Hut,South Indian,3.4,100.0,Banashankari
Utsav Restaurant,"North Indian, Chinese",3.8,300.0,Banashankari
Messy Bowl,"Fast Food, Beverages",3.8,500.0,Banashankari
Devanna Dum Biriyani Centre,"Biryani, South Indian",3.6,300.0,Banashankari
Janahaar,South Indian,3.8,100.0,Banashankari
Stop 'N' Joy,Fast Food,3.8,150.0,Banashankari
Dodda Mane Baaduta,"North Indian, South Indian, Chinese, Biryani",3.5,250.0,Banashankari
Chickpet Donne Biryani House,Biryani,3.8,250.0,Banashankari
Brahmin Cafe,South Indian,3.8,150.0,Banashankari
Chumma Delicious,"South Indian, Fast Food",3.7,200.0,Banashankari
Udupi Upachar,"South Indian, North Indian",3.3,500.0,Banashankari
Bengaluru Coffee House,"South Indian, North Indian, Chinese, Street Food",4.1,300.0,Banashankari
Foodiction,"North Indian, Fast Food, Chinese, Burger",2.8,500.0,Banashankari
The Biryani Cafe,"Biryani, Chinese, Kebab",4.1,300.0,Banashankari
Banashankari Donne Biriyani,"Biryani, Fast Food",3.8,300.0,Banashankari
Addhuri Udupi Bhojana,"South Indian, North Indian",3.7,300.0,Banashankari
Vasanth Vihar - Since 1965,"South Indian, Street Food",3.6,150.0,Banashankari
Subway,"Salad, Fast Food",3.7,600.0,Banashankari
SGS Non Veg - Gundu Pulav,"Biryani, Fast Food",3.8,400.0,Banashankari
Udupi Ruchi Grand,"South Indian, North Indian, Chinese, Street Food",4.2,200.0,Banashankari
Hotel Mangala,South Indian,3.9,250.0,Banashankari
Simple Thindies,South Indian,3.5,200.0,Banashankari
Rolls On Wheels,"Fast Food, Rolls, Momos",3.4,300.0,Banashankari
Chilli Flakes,"Fast Food, Italian, Beverages",3.6,500.0,Banashankari
Kababs N Biryani,South Indian,3.4,200.0,Banashankari
Udupi Ruchi,"South Indian, North Indian, Chinese, Street Food",3.9,200.0,Banashankari
SLV Swadishta,South Indian,3.8,300.0,Banashankari
Kolbeh,Fast Food,3.7,500.0,Banashankari
Kolkata Kathi Roll's,"Fast Food, Rolls",3.6,250.0,Banashankari
Mylari Biryani Family Restaurant,"Biryani, Fast Food",3.7,400.0,Banashankari
Upahar Sagar,"South Indian, Chinese, North Indian",3.8,350.0,Banashankari
Domino's Pizza,"Pizza, Fast Food",3.9,800.0,Banashankari
New Sagar Fast Food,"North Indian, South Indian",3.6,250.0,Banashankari
Namma Biryani,"Biryani, Chinese, North Indian",3.6,250.0,Banashankari
Parama Ruchi,"South Indian, North Indian, Chinese, Street Food",3.5,300.0,Banashankari
Thrilok Restaurant,"Mangalorean, Seafood",3.4,350.0,Banashankari
Meat And Eat,"Fast Food, Burger",3.5,500.0,Banashankari
Ande Ka Funda,"North Indian, Fast Food, Rolls",3.8,250.0,Banashankari
Dakshin Grand,"South Indian, North Indian, Chinese, Street Food",3.0,300.0,Banashankari
Chicken Hunt,"South Indian, North Indian, Chinese, Biryani",3.5,350.0,Banashankari
Maruthi Davangere Benne Dosa,South Indian,4.0,150.0,Banashankari
Pizza Stop,"Pizza, Italian",3.0,600.0,Banashankari
Madhappa Hindu Military Hotel,South Indian,3.4,300.0,Banashankari
Krishna Sagar,North Indian,3.5,200.0,Banashankari
Hanumanthanagar Biryani Junction,South Indian,3.5,300.0,Banashankari
Faasos,"North Indian, Biryani, Fast Food",4.2,500.0,Banashankari
Rasoi,"North Indian, Chinese",3.3,300.0,Banashankari
SLV Refreshment,South Indian,4.1,100.0,Banashankari
Kaggis,"Fast Food, Bakery",3.8,250.0,Banashankari
Chatar Patar,"Fast Food, Street Food",3.7,300.0,Banashankari
Seven Star,"North Indian, Chinese",3.4,250.0,Banashankari
SVKP Daily Fresh,South Indian,3.3,350.0,Banashankari
Kidambi's Kitchen,South Indian,3.5,300.0,Banashankari
Ruchi's Corner,Fast Food,2.7,200.0,Banashankari
Tandoori Knight,"North Indian, Chinese, Biryani, Kebab",3.0,450.0,Banashankari
Utsav,"North Indian, Street Food",3.7,200.0,Banashankari
Mane Thindi,South Indian,3.7,200.0,Banashankari
Fast And Fresh,"North Indian, Chinese, Fast Food",2.8,400.0,Banashankari
New Gowda's Fried Chicken,Biryani,3.3,300.0,Banashankari
Juicy Momos,"Tibetan, Momos",3.5,250.0,Banashankari
Donne Biriyani House,"South Indian, North Indian, Chinese, Biryani",3.9,400.0,Banashankari
Srinagar Kabab Corner,North Indian,3.4,250.0,Banashankari
Sri Venkateshwara Chat Centre,Street Food,3.5,100.0,Banashankari
Vinay Bhel Corner,Street Food,3.4,100.0,Banashankari
Spice 9,"Biryani, North Indian, Chinese, Fast Food",3.4,300.0,Banashankari
Naveen Kabab & Biriyani Mane,Biryani,3.2,300.0,Banashankari
Nandi Chats and Juice,Street Food,3.6,150.0,Banashankari
Atithi Point Ande Ka Funda,North Indian,3.1,150.0,Banashankari
Just Shawarma,Arabian,3.8,300.0,Banashankari
Aramane Donne Biryani,Biryani,3.1,200.0,Banashankari
FOOD ADDA,Fast Food,3.2,200.0,Banashankari
New Mangalore Lunch Home,"Mangalorean, South Indian, North Indian",3.3,200.0,Banashankari
Hotel Nisarga,"North Indian, South Indian",3.2,250.0,Banashankari
Coffee Bytes,"Fast Food, South Indian",3.1,100.0,Banashankari
Parjanya Chat Zone,"Street Food, Fast Food",3.3,200.0,Banashankari
Yo Roll Corner,"Street Food, Rolls",3.0,200.0,Banashankari
New Quality Dum Biryani,Biryani,3.1,200.0,Banashankari
Sri Lakshmi Kabab Center,Kebab,3.3,200.0,Banashankari
Tasty Bites,"Fast Food, Pizza",3.7,150.0,Banashankari
Raams Chicken,Andhra,3.6,300.0,Banashankari
Panchami,"North Indian, Chinese",3.0,300.0,Banashankari
VEGeatz,"South Indian, North Indian",3.4,200.0,Banashankari
Grand Food,"South Indian, Bakery, Chinese",3.4,250.0,Banashankari
Matru Sagar,"South Indian, North Indian, Chinese",3.6,250.0,Banashankari
Kavali,"South Indian, Street Food",4.0,300.0,Banashankari
Bunt's Biriyani Palace,"North Indian, South Indian, Chinese, Biryani, Seafood",3.0,400.0,Banashankari
Funjabi Curries,North Indian,2.9,500.0,Banashankari
Udupi Upahar,"South Indian, Chinese, North Indian, Juices",3.8,300.0,Banashankari
Ranganna Military Hotel,"South Indian, Biryani",4.2,350.0,Jayanagar
Roti Ghar,"North Indian, Chinese, South Indian",3.9,500.0,Basavanagudi
Grand Village,"North Indian, Rajasthani",3.8,600.0,Basavanagudi
Vidyarthi Bhavan,South Indian,4.4,150.0,Basavanagudi
Bharjari Oota,South Indian,3.9,350.0,Basavanagudi
Gokul Veg,"North Indian, Chinese, Beverages",3.8,750.0,Basavanagudi
SLV Corner Restaurant,"South Indian, Chinese, North Indian, Street Food, Rolls, Juices",4.1,550.0,Basavanagudi
Timepass Dinner,North Indian,3.8,600.0,Basavanagudi
Baisakhi,North Indian,3.8,500.0,Basavanagudi
Eat Repeat,South Indian,3.9,150.0,Basavanagudi
Sri Guru Kottureshwara Davangere Benne Dosa,South Indian,4.1,150.0,Basavanagudi
Bridgeway,"North Indian, Chinese",3.8,550.0,Mysore Road
Srinathji's Cafe,"North Indian, Cafe, Chinese, Fast Food",3.8,550.0,Basavanagudi
Soho Bar & Grill,"North Indian, Chinese, Thai",2.7,1100.0,Basavanagudi
Kollapuri's,"South Indian, Mangalorean",3.9,450.0,Basavanagudi
Aadhya Hotel,"South Indian, North Indian, Chinese, Biryani",3.3,800.0,Basavanagudi
Bhavani Restaurant,"South Indian, North Indian, Chinese",3.9,300.0,Basavanagudi
Puliyogare Point,South Indian,4.2,100.0,Basavanagudi
Zephyr,"Italian, Continental",3.9,650.0,Basavanagudi
Redberrys,"Cafe, Italian",4.0,600.0,Basavanagudi
Hotel Dwarka,South Indian,4.2,250.0,Basavanagudi
Nisarga Garden Restaurant,"South Indian, Chinese, Desserts, Beverages",3.4,350.0,Basavanagudi
Ma-Arya Family Restaurant,"Biryani, South Indian, North Indian, Chinese, Andhra",3.7,600.0,Basavanagudi
A2B - Adyar Ananda Bhavan,"South Indian, Fast Food, Street Food",3.8,400.0,Mysore Road
Ragoo's,"Italian, Pizza, North Indian, Salad",3.9,800.0,Jayanagar
Imperial Restaurant,"North Indian, Chinese, Biryani, Beverages",3.7,750.0,Mysore Road
New Prashanth Hotel,South Indian,3.9,400.0,Basavanagudi
Udupi Sri Krishna Bhavan,South Indian,4.1,600.0,Basavanagudi
Chinese Kitchen,Chinese,3.8,150.0,Basavanagudi
Vijayalakshmi,South Indian,3.9,200.0,Basavanagudi
Nammura Donne Biriyani,"Biryani, Fast Food",3.5,400.0,Basavanagudi
Curry Leaves,"Andhra, North Indian, Chinese",4.1,800.0,Basavanagudi
Goli Vada Pav No. 1,Street Food,3.7,200.0,Basavanagudi
Ice Thunder,"South Indian, Fast Food, North Indian, Desserts",3.8,300.0,Basavanagudi
South Kitchen,South Indian,4.3,100.0,Basavanagudi
Upahara Darshini,South Indian,4.2,150.0,Basavanagudi
Mahalaxmi Tiffin Room,South Indian,4.1,100.0,Basavanagudi
